subset,file_name,width,height,class_name,xmin,ymin,xmax,ymax,xc,yc,w,h,aspect_ratio
train,pitted_surface_217.xml,200,200,pitted_surface,16,22,138,191,77.0,106.5,122,169,0.7218934911242604
train,pitted_surface_217.xml,200,200,pitted_surface,155,66,198,200,176.5,133.0,43,134,0.3208955223880597
train,pitted_surface_218.xml,200,200,pitted_surface,1,10,197,200,99.0,105.0,196,190,1.0315789473684212
train,pitted_surface_219.xml,200,200,pitted_surface,1,16,154,198,77.5,107.0,153,182,0.8406593406593407
train,pitted_surface_22.xml,200,200,pitted_surface,1,1,198,198,99.5,99.5,197,197,1.0
train,pitted_surface_220.xml,200,200,pitted_surface,55,1,144,200,99.5,100.5,89,199,0.4472361809045226
train,pitted_surface_220.xml,200,200,pitted_surface,135,1,198,198,166.5,99.5,63,197,0.3197969543147208
train,pitted_surface_221.xml,200,200,pitted_surface,24,2,194,192,109.0,97.0,170,190,0.8947368421052632
train,pitted_surface_222.xml,200,200,pitted_surface,5,3,172,200,88.5,101.5,167,197,0.8477157360406091
train,pitted_surface_223.xml,200,200,pitted_surface,20,1,185,200,102.5,100.5,165,199,0.8291457286432161
train,pitted_surface_223.xml,200,200,patches,1,137,37,198,19.0,167.5,36,61,0.5901639344262295
train,pitted_surface_223.xml,200,200,patches,131,172,169,200,150.0,186.0,38,28,1.3571428571428572
train,pitted_surface_224.xml,200,200,pitted_surface,1,3,177,200,89.0,101.5,176,197,0.8934010152284264
train,pitted_surface_225.xml,200,200,pitted_surface,51,4,196,198,123.5,101.0,145,194,0.7474226804123711
train,pitted_surface_226.xml,200,200,pitted_surface,2,91,81,197,41.5,144.0,79,106,0.7452830188679245
train,pitted_surface_226.xml,200,200,pitted_surface,112,7,189,192,150.5,99.5,77,185,0.41621621621621624
train,pitted_surface_226.xml,200,200,patches,4,1,43,56,23.5,28.5,39,55,0.7090909090909091
train,pitted_surface_226.xml,200,200,pitted_surface,51,14,136,178,93.5,96.0,85,164,0.5182926829268293
train,pitted_surface_227.xml,200,200,pitted_surface,34,48,199,198,116.5,123.0,165,150,1.1
train,pitted_surface_228.xml,200,200,pitted_surface,11,16,150,199,80.5,107.5,139,183,0.7595628415300546
train,pitted_surface_228.xml,200,200,pitted_surface,138,20,199,199,168.5,109.5,61,179,0.3407821229050279
train,pitted_surface_229.xml,200,200,pitted_surface,1,4,117,189,59.0,96.5,116,185,0.6270270270270271
train,pitted_surface_229.xml,200,200,pitted_surface,63,20,199,199,131.0,109.5,136,179,0.7597765363128491
train,pitted_surface_23.xml,200,200,pitted_surface,1,1,200,198,100.5,99.5,199,197,1.0101522842639594
train,pitted_surface_230.xml,200,200,pitted_surface,93,5,194,191,143.5,98.0,101,186,0.543010752688172
train,pitted_surface_230.xml,200,200,pitted_surface,5,50,156,192,80.5,121.0,151,142,1.0633802816901408
train,pitted_surface_231.xml,200,200,pitted_surface,50,5,184,171,117.0,88.0,134,166,0.8072289156626506
train,pitted_surface_231.xml,200,200,pitted_surface,1,1,50,200,25.5,100.5,49,199,0.24623115577889448
train,pitted_surface_232.xml,200,200,pitted_surface,118,8,193,200,155.5,104.0,75,192,0.390625
train,pitted_surface_233.xml,200,200,pitted_surface,162,76,198,147,180.0,111.5,36,71,0.5070422535211268
train,pitted_surface_233.xml,200,200,pitted_surface,67,7,142,183,104.5,95.0,75,176,0.42613636363636365
train,pitted_surface_234.xml,200,200,pitted_surface,21,6,95,147,58.0,76.5,74,141,0.524822695035461
train,pitted_surface_235.xml,200,200,pitted_surface,14,4,111,190,62.5,97.0,97,186,0.521505376344086
train,pitted_surface_235.xml,200,200,pitted_surface,78,50,136,182,107.0,116.0,58,132,0.4393939393939394
train,pitted_surface_236.xml,200,200,pitted_surface,31,8,166,185,98.5,96.5,135,177,0.7627118644067796
train,pitted_surface_236.xml,200,200,pitted_surface,145,2,196,199,170.5,100.5,51,197,0.25888324873096447
train,pitted_surface_237.xml,200,200,pitted_surface,22,25,191,197,106.5,111.0,169,172,0.9825581395348837
train,pitted_surface_237.xml,200,200,patches,8,2,40,27,24.0,14.5,32,25,1.28
train,pitted_surface_238.xml,200,200,pitted_surface,1,15,82,196,41.5,105.5,81,181,0.44751381215469616
train,pitted_surface_238.xml,200,200,pitted_surface,52,23,185,199,118.5,111.0,133,176,0.7556818181818182
train,pitted_surface_239.xml,200,200,pitted_surface,2,10,131,200,66.5,105.0,129,190,0.6789473684210526
train,pitted_surface_239.xml,200,200,pitted_surface,99,15,184,197,141.5,106.0,85,182,0.46703296703296704
train,pitted_surface_24.xml,200,200,pitted_surface,1,1,200,199,100.5,100.0,199,198,1.005050505050505
train,pitted_surface_240.xml,200,200,pitted_surface,11,1,194,183,102.5,92.0,183,182,1.0054945054945055
train,pitted_surface_25.xml,200,200,pitted_surface,1,1,199,198,100.0,99.5,198,197,1.0050761421319796
train,pitted_surface_26.xml,200,200,pitted_surface,35,1,200,200,117.5,100.5,165,199,0.8291457286432161
train,pitted_surface_27.xml,200,200,pitted_surface,37,1,127,188,82.0,94.5,90,187,0.48128342245989303
train,pitted_surface_27.xml,200,200,pitted_surface,119,1,200,198,159.5,99.5,81,197,0.41116751269035534
train,pitted_surface_28.xml,200,200,pitted_surface,1,1,199,199,100.0,100.0,198,198,1.0
train,pitted_surface_28.xml,200,200,pitted_surface,55,1,124,25,89.5,13.0,69,24,2.875
train,pitted_surface_29.xml,200,200,pitted_surface,1,1,197,198,99.0,99.5,196,197,0.9949238578680203
train,pitted_surface_3.xml,200,200,pitted_surface,1,1,51,184,26.0,92.5,50,183,0.273224043715847
train,pitted_surface_3.xml,200,200,pitted_surface,48,2,198,198,123.0,100.0,150,196,0.7653061224489796
train,pitted_surface_30.xml,200,200,pitted_surface,1,1,199,199,100.0,100.0,198,198,1.0
train,pitted_surface_31.xml,200,200,pitted_surface,1,1,200,199,100.5,100.0,199,198,1.005050505050505
train,pitted_surface_32.xml,200,200,pitted_surface,1,1,200,199,100.5,100.0,199,198,1.005050505050505
train,pitted_surface_33.xml,200,200,pitted_surface,9,1,199,199,104.0,100.0,190,198,0.9595959595959596
train,pitted_surface_34.xml,200,200,pitted_surface,3,1,85,197,44.0,99.0,82,196,0.41836734693877553
train,pitted_surface_34.xml,200,200,pitted_surface,93,1,200,197,146.5,99.0,107,196,0.5459183673469388
train,pitted_surface_35.xml,200,200,pitted_surface,89,1,200,186,144.5,93.5,111,185,0.6
train,pitted_surface_35.xml,200,200,pitted_surface,1,1,118,197,59.5,99.0,117,196,0.5969387755102041
train,pitted_surface_36.xml,200,200,pitted_surface,1,1,200,198,100.5,99.5,199,197,1.0101522842639594
train,pitted_surface_37.xml,200,200,pitted_surface,1,1,200,199,100.5,100.0,199,198,1.005050505050505
train,pitted_surface_38.xml,200,200,pitted_surface,1,1,200,199,100.5,100.0,199,198,1.005050505050505
train,pitted_surface_39.xml,200,200,pitted_surface,1,1,200,200,100.5,100.5,199,199,1.0
train,pitted_surface_4.xml,200,200,pitted_surface,19,2,150,199,84.5,100.5,131,197,0.6649746192893401
train,pitted_surface_40.xml,200,200,pitted_surface,3,1,200,198,101.5,99.5,197,197,1.0
train,pitted_surface_41.xml,200,200,pitted_surface,2,1,68,199,35.0,100.0,66,198,0.3333333333333333
train,pitted_surface_41.xml,200,200,pitted_surface,77,1,200,199,138.5,100.0,123,198,0.6212121212121212
train,pitted_surface_42.xml,200,200,pitted_surface,1,1,200,196,100.5,98.5,199,195,1.0205128205128204
train,pitted_surface_43.xml,200,200,pitted_surface,1,1,197,183,99.0,92.0,196,182,1.0769230769230769
train,pitted_surface_44.xml,200,200,pitted_surface,3,1,198,116,100.5,58.5,195,115,1.6956521739130435
train,pitted_surface_45.xml,200,200,pitted_surface,1,1,197,140,99.0,70.5,196,139,1.410071942446043
train,pitted_surface_46.xml,200,200,pitted_surface,1,1,51,199,26.0,100.0,50,198,0.25252525252525254
train,pitted_surface_46.xml,200,200,pitted_surface,69,1,200,196,134.5,98.5,131,195,0.6717948717948717
train,pitted_surface_47.xml,200,200,pitted_surface,118,1,199,200,158.5,100.5,81,199,0.40703517587939697
train,pitted_surface_47.xml,200,200,pitted_surface,5,1,88,199,46.5,100.0,83,198,0.41919191919191917
train,pitted_surface_48.xml,200,200,pitted_surface,2,1,196,197,99.0,99.0,194,196,0.9897959183673469
train,pitted_surface_49.xml,200,200,pitted_surface,1,1,197,198,99.0,99.5,196,197,0.9949238578680203
train,pitted_surface_5.xml,200,200,pitted_surface,1,1,193,196,97.0,98.5,192,195,0.9846153846153847
train,pitted_surface_50.xml,200,200,pitted_surface,9,1,111,200,60.0,100.5,102,199,0.5125628140703518
train,pitted_surface_50.xml,200,200,pitted_surface,117,1,200,200,158.5,100.5,83,199,0.41708542713567837
train,pitted_surface_51.xml,200,200,pitted_surface,1,1,197,200,99.0,100.5,196,199,0.9849246231155779
train,pitted_surface_52.xml,200,200,pitted_surface,1,1,199,200,100.0,100.5,198,199,0.9949748743718593
train,pitted_surface_53.xml,200,200,pitted_surface,1,1,200,198,100.5,99.5,199,197,1.0101522842639594
train,pitted_surface_54.xml,200,200,pitted_surface,3,1,197,194,100.0,97.5,194,193,1.005181347150259
train,pitted_surface_55.xml,200,200,pitted_surface,22,1,99,199,60.5,100.0,77,198,0.3888888888888889
train,pitted_surface_55.xml,200,200,pitted_surface,94,1,199,199,146.5,100.0,105,198,0.5303030303030303
train,pitted_surface_56.xml,200,200,pitted_surface,1,1,73,200,37.0,100.5,72,199,0.36180904522613067
train,pitted_surface_56.xml,200,200,pitted_surface,87,1,199,200,143.0,100.5,112,199,0.5628140703517588
train,pitted_surface_57.xml,200,200,pitted_surface,1,1,200,200,100.5,100.5,199,199,1.0
train,pitted_surface_58.xml,200,200,pitted_surface,1,1,200,198,100.5,99.5,199,197,1.0101522842639594
train,pitted_surface_59.xml,200,200,pitted_surface,6,1,76,186,41.0,93.5,70,185,0.3783783783783784
train,pitted_surface_59.xml,200,200,pitted_surface,72,1,200,199,136.0,100.0,128,198,0.6464646464646465
train,pitted_surface_6.xml,200,200,pitted_surface,1,1,197,197,99.0,99.0,196,196,1.0
train,pitted_surface_60.xml,200,200,pitted_surface,1,1,200,198,100.5,99.5,199,197,1.0101522842639594
train,pitted_surface_61.xml,200,200,pitted_surface,1,1,199,200,100.0,100.5,198,199,0.9949748743718593
train,pitted_surface_62.xml,200,200,pitted_surface,77,2,200,200,138.5,101.0,123,198,0.6212121212121212
train,pitted_surface_63.xml,200,200,pitted_surface,1,1,198,198,99.5,99.5,197,197,1.0
train,pitted_surface_64.xml,200,200,pitted_surface,1,1,200,198,100.5,99.5,199,197,1.0101522842639594
train,pitted_surface_65.xml,200,200,pitted_surface,5,1,199,195,102.0,98.0,194,194,1.0
train,pitted_surface_66.xml,200,200,pitted_surface,8,1,200,196,104.0,98.5,192,195,0.9846153846153847
train,pitted_surface_67.xml,200,200,pitted_surface,35,2,138,200,86.5,101.0,103,198,0.5202020202020202
train,pitted_surface_67.xml,200,200,pitted_surface,141,1,200,200,170.5,100.5,59,199,0.2964824120603015
train,pitted_surface_68.xml,200,200,pitted_surface,2,3,198,128,100.0,65.5,196,125,1.568
train,pitted_surface_69.xml,200,200,pitted_surface,13,1,104,133,58.5,67.0,91,132,0.6893939393939394
train,pitted_surface_69.xml,200,200,pitted_surface,137,1,200,200,168.5,100.5,63,199,0.3165829145728643
train,pitted_surface_7.xml,200,200,pitted_surface,1,1,48,198,24.5,99.5,47,197,0.23857868020304568
train,pitted_surface_7.xml,200,200,pitted_surface,38,1,200,198,119.0,99.5,162,197,0.8223350253807107
train,pitted_surface_70.xml,200,200,pitted_surface,1,1,200,200,100.5,100.5,199,199,1.0
train,pitted_surface_71.xml,200,200,pitted_surface,1,30,198,198,99.5,114.0,197,168,1.1726190476190477
train,pitted_surface_72.xml,200,200,pitted_surface,4,1,200,200,102.0,100.5,196,199,0.9849246231155779
train,pitted_surface_73.xml,200,200,pitted_surface,1,1,182,197,91.5,99.0,181,196,0.923469387755102
train,pitted_surface_73.xml,200,200,pitted_surface,137,37,199,199,168.0,118.0,62,162,0.38271604938271603
train,pitted_surface_74.xml,200,200,pitted_surface,1,1,200,198,100.5,99.5,199,197,1.0101522842639594
train,pitted_surface_75.xml,200,200,pitted_surface,87,1,200,200,143.5,100.5,113,199,0.5678391959798995
train,pitted_surface_75.xml,200,200,pitted_surface,12,1,57,192,34.5,96.5,45,191,0.2356020942408377
train,pitted_surface_76.xml,200,200,pitted_surface,1,1,200,199,100.5,100.0,199,198,1.005050505050505
train,pitted_surface_77.xml,200,200,pitted_surface,1,1,199,200,100.0,100.5,198,199,0.9949748743718593
train,pitted_surface_78.xml,200,200,pitted_surface,96,1,199,200,147.5,100.5,103,199,0.5175879396984925
train,pitted_surface_78.xml,200,200,pitted_surface,1,1,67,198,34.0,99.5,66,197,0.3350253807106599
train,pitted_surface_79.xml,200,200,pitted_surface,1,1,200,200,100.5,100.5,199,199,1.0
train,pitted_surface_8.xml,200,200,pitted_surface,1,1,199,199,100.0,100.0,198,198,1.0
train,pitted_surface_80.xml,200,200,pitted_surface,1,1,127,200,64.0,100.5,126,199,0.6331658291457286
train,pitted_surface_80.xml,200,200,pitted_surface,128,1,200,200,164.0,100.5,72,199,0.36180904522613067
train,pitted_surface_81.xml,200,200,pitted_surface,46,1,200,200,123.0,100.5,154,199,0.7738693467336684
train,pitted_surface_82.xml,200,200,pitted_surface,124,1,194,200,159.0,100.5,70,199,0.35175879396984927
train,pitted_surface_82.xml,200,200,pitted_surface,1,1,122,174,61.5,87.5,121,173,0.6994219653179191
train,pitted_surface_83.xml,200,200,pitted_surface,2,1,95,199,48.5,100.0,93,198,0.4696969696969697
train,pitted_surface_83.xml,200,200,pitted_surface,102,1,199,200,150.5,100.5,97,199,0.48743718592964824
train,pitted_surface_84.xml,200,200,pitted_surface,7,1,200,200,103.5,100.5,193,199,0.9698492462311558
train,pitted_surface_85.xml,200,200,pitted_surface,1,1,199,199,100.0,100.0,198,198,1.0
train,pitted_surface_86.xml,200,200,pitted_surface,13,1,200,200,106.5,100.5,187,199,0.9396984924623115
train,pitted_surface_87.xml,200,200,pitted_surface,1,1,56,198,28.5,99.5,55,197,0.27918781725888325
train,pitted_surface_87.xml,200,200,pitted_surface,63,1,193,135,128.0,68.0,130,134,0.9701492537313433
train,pitted_surface_88.xml,200,200,pitted_surface,1,1,200,200,100.5,100.5,199,199,1.0
train,pitted_surface_89.xml,200,200,pitted_surface,14,6,168,199,91.0,102.5,154,193,0.7979274611398963
train,pitted_surface_9.xml,200,200,pitted_surface,1,57,200,200,100.5,128.5,199,143,1.3916083916083917
train,pitted_surface_90.xml,200,200,pitted_surface,10,1,138,200,74.0,100.5,128,199,0.6432160804020101
train,pitted_surface_91.xml,200,200,pitted_surface,56,1,185,198,120.5,99.5,129,197,0.6548223350253807
train,pitted_surface_92.xml,200,200,pitted_surface,1,1,145,191,73.0,96.0,144,190,0.7578947368421053
train,pitted_surface_93.xml,200,200,pitted_surface,117,2,199,198,158.0,100.0,82,196,0.41836734693877553
train,pitted_surface_93.xml,200,200,pitted_surface,7,1,106,200,56.5,100.5,99,199,0.49748743718592964
train,pitted_surface_94.xml,200,200,pitted_surface,25,1,196,180,110.5,90.5,171,179,0.9553072625698324
train,pitted_surface_95.xml,200,200,pitted_surface,1,1,199,199,100.0,100.0,198,198,1.0
train,pitted_surface_96.xml,200,200,pitted_surface,1,1,195,199,98.0,100.0,194,198,0.9797979797979798
train,pitted_surface_97.xml,200,200,pitted_surface,1,1,200,199,100.5,100.0,199,198,1.005050505050505
train,pitted_surface_98.xml,200,200,pitted_surface,3,1,199,200,101.0,100.5,196,199,0.9849246231155779
train,pitted_surface_99.xml,200,200,pitted_surface,1,1,200,200,100.5,100.5,199,199,1.0
train,rolled-in_scale_1.xml,200,200,rolled-in_scale,63,38,139,99,101.0,68.5,76,61,1.2459016393442623
train,rolled-in_scale_1.xml,200,200,rolled-in_scale,72,111,134,169,103.0,140.0,62,58,1.0689655172413792
train,rolled-in_scale_10.xml,200,200,rolled-in_scale,59,39,122,71,90.5,55.0,63,32,1.96875
train,rolled-in_scale_10.xml,200,200,rolled-in_scale,54,83,144,139,99.0,111.0,90,56,1.6071428571428572
train,rolled-in_scale_100.xml,200,200,rolled-in_scale,34,15,110,42,72.0,28.5,76,27,2.814814814814815
train,rolled-in_scale_100.xml,200,200,rolled-in_scale,13,45,102,89,57.5,67.0,89,44,2.022727272727273
train,rolled-in_scale_100.xml,200,200,rolled-in_scale,57,87,117,154,87.0,120.5,60,67,0.8955223880597015
train,rolled-in_scale_101.xml,200,200,rolled-in_scale,100,3,175,62,137.5,32.5,75,59,1.271186440677966
train,rolled-in_scale_101.xml,200,200,rolled-in_scale,101,76,155,119,128.0,97.5,54,43,1.255813953488372
train,rolled-in_scale_102.xml,200,200,rolled-in_scale,122,21,153,49,137.5,35.0,31,28,1.1071428571428572
train,rolled-in_scale_102.xml,200,200,rolled-in_scale,66,65,132,98,99.0,81.5,66,33,2.0
train,rolled-in_scale_102.xml,200,200,rolled-in_scale,96,114,169,149,132.5,131.5,73,35,2.085714285714286
train,rolled-in_scale_102.xml,200,200,rolled-in_scale,84,151,178,199,131.0,175.0,94,48,1.9583333333333333
train,rolled-in_scale_103.xml,200,200,rolled-in_scale,93,75,200,176,146.5,125.5,107,101,1.0594059405940595
train,rolled-in_scale_104.xml,200,200,rolled-in_scale,49,67,154,159,101.5,113.0,105,92,1.141304347826087
train,rolled-in_scale_104.xml,200,200,rolled-in_scale,78,18,153,58,115.5,38.0,75,40,1.875
train,rolled-in_scale_105.xml,200,200,rolled-in_scale,1,62,103,162,52.0,112.0,102,100,1.02
train,rolled-in_scale_105.xml,200,200,rolled-in_scale,27,21,102,56,64.5,38.5,75,35,2.142857142857143
train,rolled-in_scale_106.xml,200,200,rolled-in_scale,47,22,120,136,83.5,79.0,73,114,0.6403508771929824
train,rolled-in_scale_106.xml,200,200,rolled-in_scale,71,148,173,184,122.0,166.0,102,36,2.8333333333333335
train,rolled-in_scale_107.xml,200,200,rolled-in_scale,117,94,181,198,149.0,146.0,64,104,0.6153846153846154
train,rolled-in_scale_107.xml,200,200,rolled-in_scale,73,133,115,200,94.0,166.5,42,67,0.6268656716417911
train,rolled-in_scale_108.xml,200,200,rolled-in_scale,57,36,128,154,92.5,95.0,71,118,0.6016949152542372
train,rolled-in_scale_108.xml,200,200,rolled-in_scale,15,64,60,166,37.5,115.0,45,102,0.4411764705882353
train,rolled-in_scale_109.xml,200,200,rolled-in_scale,70,68,159,198,114.5,133.0,89,130,0.6846153846153846
train,rolled-in_scale_11.xml,200,200,rolled-in_scale,33,31,91,120,62.0,75.5,58,89,0.651685393258427
train,rolled-in_scale_110.xml,200,200,rolled-in_scale,67,62,129,158,98.0,110.0,62,96,0.6458333333333334
train,rolled-in_scale_110.xml,200,200,rolled-in_scale,79,32,130,72,104.5,52.0,51,40,1.275
train,rolled-in_scale_111.xml,200,200,rolled-in_scale,149,87,190,156,169.5,121.5,41,69,0.5942028985507246
train,rolled-in_scale_112.xml,200,200,rolled-in_scale,129,81,187,200,158.0,140.5,58,119,0.48739495798319327
train,rolled-in_scale_113.xml,200,200,rolled-in_scale,69,44,135,200,102.0,122.0,66,156,0.4230769230769231
train,rolled-in_scale_113.xml,200,200,rolled-in_scale,164,47,192,131,178.0,89.0,28,84,0.3333333333333333
train,rolled-in_scale_113.xml,200,200,rolled-in_scale,159,1,199,43,179.0,22.0,40,42,0.9523809523809523
train,rolled-in_scale_114.xml,200,200,rolled-in_scale,3,6,64,195,33.5,100.5,61,189,0.32275132275132273
train,rolled-in_scale_114.xml,200,200,rolled-in_scale,88,27,125,88,106.5,57.5,37,61,0.6065573770491803
train,rolled-in_scale_115.xml,200,200,rolled-in_scale,63,42,136,152,99.5,97.0,73,110,0.6636363636363637
train,rolled-in_scale_115.xml,200,200,rolled-in_scale,161,1,197,51,179.0,26.0,36,50,0.72
train,rolled-in_scale_115.xml,200,200,rolled-in_scale,71,136,126,199,98.5,167.5,55,63,0.873015873015873
train,rolled-in_scale_115.xml,200,200,rolled-in_scale,77,2,134,63,105.5,32.5,57,61,0.9344262295081968
train,rolled-in_scale_116.xml,200,200,rolled-in_scale,81,66,125,163,103.0,114.5,44,97,0.4536082474226804
train,rolled-in_scale_117.xml,200,200,rolled-in_scale,146,113,200,192,173.0,152.5,54,79,0.6835443037974683
train,rolled-in_scale_118.xml,200,200,rolled-in_scale,83,151,123,200,103.0,175.5,40,49,0.8163265306122449
train,rolled-in_scale_118.xml,200,200,rolled-in_scale,81,66,133,128,107.0,97.0,52,62,0.8387096774193549
train,rolled-in_scale_118.xml,200,200,rolled-in_scale,77,6,121,49,99.0,27.5,44,43,1.0232558139534884
train,rolled-in_scale_119.xml,200,200,rolled-in_scale,81,1,132,45,106.5,23.0,51,44,1.1590909090909092
train,rolled-in_scale_119.xml,200,200,rolled-in_scale,86,72,131,161,108.5,116.5,45,89,0.5056179775280899
train,rolled-in_scale_12.xml,200,200,rolled-in_scale,67,13,114,51,90.5,32.0,47,38,1.236842105263158
train,rolled-in_scale_12.xml,200,200,rolled-in_scale,61,65,124,199,92.5,132.0,63,134,0.4701492537313433
train,rolled-in_scale_120.xml,200,200,rolled-in_scale,123,39,168,136,145.5,87.5,45,97,0.4639175257731959
train,rolled-in_scale_121.xml,200,200,rolled-in_scale,151,1,192,37,171.5,19.0,41,36,1.1388888888888888
train,rolled-in_scale_122.xml,200,200,rolled-in_scale,20,39,75,154,47.5,96.5,55,115,0.4782608695652174
train,rolled-in_scale_123.xml,200,200,rolled-in_scale,125,4,199,117,162.0,60.5,74,113,0.6548672566371682
train,rolled-in_scale_123.xml,200,200,rolled-in_scale,98,2,168,51,133.0,26.5,70,49,1.4285714285714286
train,rolled-in_scale_123.xml,200,200,rolled-in_scale,1,1,45,28,23.0,14.5,44,27,1.6296296296296295
train,rolled-in_scale_123.xml,200,200,rolled-in_scale,114,119,158,199,136.0,159.0,44,80,0.55
train,rolled-in_scale_124.xml,200,200,rolled-in_scale,72,10,115,141,93.5,75.5,43,131,0.3282442748091603
train,rolled-in_scale_124.xml,200,200,rolled-in_scale,160,161,195,189,177.5,175.0,35,28,1.25
train,rolled-in_scale_125.xml,200,200,rolled-in_scale,88,55,128,135,108.0,95.0,40,80,0.5
train,rolled-in_scale_125.xml,200,200,rolled-in_scale,113,15,157,40,135.0,27.5,44,25,1.76
train,rolled-in_scale_125.xml,200,200,rolled-in_scale,17,140,66,189,41.5,164.5,49,49,1.0
train,rolled-in_scale_126.xml,200,200,rolled-in_scale,71,61,110,110,90.5,85.5,39,49,0.7959183673469388
train,rolled-in_scale_126.xml,200,200,rolled-in_scale,72,126,117,200,94.5,163.0,45,74,0.6081081081081081
train,rolled-in_scale_126.xml,200,200,rolled-in_scale,143,146,199,200,171.0,173.0,56,54,1.037037037037037
train,rolled-in_scale_126.xml,200,200,rolled-in_scale,85,1,122,40,103.5,20.5,37,39,0.9487179487179487
train,rolled-in_scale_127.xml,200,200,rolled-in_scale,97,132,186,184,141.5,158.0,89,52,1.7115384615384615
train,rolled-in_scale_128.xml,200,200,rolled-in_scale,106,71,197,168,151.5,119.5,91,97,0.9381443298969072
train,rolled-in_scale_129.xml,200,200,rolled-in_scale,88,34,147,135,117.5,84.5,59,101,0.5841584158415841
train,rolled-in_scale_13.xml,200,200,rolled-in_scale,71,1,137,108,104.0,54.5,66,107,0.616822429906542
train,rolled-in_scale_13.xml,200,200,rolled-in_scale,70,118,137,183,103.5,150.5,67,65,1.0307692307692307
train,rolled-in_scale_130.xml,200,200,rolled-in_scale,117,12,146,42,131.5,27.0,29,30,0.9666666666666667
train,rolled-in_scale_130.xml,200,200,rolled-in_scale,35,129,174,188,104.5,158.5,139,59,2.3559322033898304
train,rolled-in_scale_131.xml,200,200,rolled-in_scale,72,30,164,117,118.0,73.5,92,87,1.0574712643678161
train,rolled-in_scale_131.xml,200,200,rolled-in_scale,32,105,163,173,97.5,139.0,131,68,1.9264705882352942
train,rolled-in_scale_131.xml,200,200,rolled-in_scale,25,35,91,136,58.0,85.5,66,101,0.6534653465346535
train,rolled-in_scale_132.xml,200,200,rolled-in_scale,69,5,177,69,123.0,37.0,108,64,1.6875
train,rolled-in_scale_133.xml,200,200,rolled-in_scale,41,3,122,67,81.5,35.0,81,64,1.265625
train,rolled-in_scale_133.xml,200,200,rolled-in_scale,109,78,150,160,129.5,119.0,41,82,0.5
train,rolled-in_scale_134.xml,200,200,rolled-in_scale,87,77,169,154,128.0,115.5,82,77,1.0649350649350648
train,rolled-in_scale_134.xml,200,200,rolled-in_scale,28,78,81,161,54.5,119.5,53,83,0.6385542168674698
train,rolled-in_scale_134.xml,200,200,rolled-in_scale,45,14,85,37,65.0,25.5,40,23,1.7391304347826086
train,rolled-in_scale_135.xml,200,200,rolled-in_scale,32,40,93,172,62.5,106.0,61,132,0.4621212121212121
train,rolled-in_scale_136.xml,200,200,rolled-in_scale,57,70,138,122,97.5,96.0,81,52,1.5576923076923077
train,rolled-in_scale_136.xml,200,200,rolled-in_scale,119,153,179,194,149.0,173.5,60,41,1.4634146341463414
train,rolled-in_scale_137.xml,200,200,rolled-in_scale,50,74,95,106,72.5,90.0,45,32,1.40625
train,rolled-in_scale_137.xml,200,200,rolled-in_scale,99,158,145,200,122.0,179.0,46,42,1.0952380952380953
train,rolled-in_scale_138.xml,200,200,rolled-in_scale,71,44,136,184,103.5,114.0,65,140,0.4642857142857143
train,rolled-in_scale_139.xml,200,200,rolled-in_scale,101,81,181,141,141.0,111.0,80,60,1.3333333333333333
train,rolled-in_scale_139.xml,200,200,rolled-in_scale,114,148,144,200,129.0,174.0,30,52,0.5769230769230769
train,rolled-in_scale_14.xml,200,200,rolled-in_scale,98,22,148,113,123.0,67.5,50,91,0.5494505494505495
train,rolled-in_scale_140.xml,200,200,rolled-in_scale,57,88,143,200,100.0,144.0,86,112,0.7678571428571429
train,rolled-in_scale_141.xml,200,200,rolled-in_scale,9,28,121,110,65.0,69.0,112,82,1.3658536585365855
train,rolled-in_scale_141.xml,200,200,rolled-in_scale,134,47,192,188,163.0,117.5,58,141,0.41134751773049644
train,rolled-in_scale_142.xml,200,200,rolled-in_scale,52,25,128,98,90.0,61.5,76,73,1.0410958904109588
train,rolled-in_scale_143.xml,200,200,rolled-in_scale,75,52,127,119,101.0,85.5,52,67,0.7761194029850746
train,rolled-in_scale_143.xml,200,200,rolled-in_scale,111,139,155,189,133.0,164.0,44,50,0.88
train,rolled-in_scale_144.xml,200,200,rolled-in_scale,102,67,176,140,139.0,103.5,74,73,1.0136986301369864
train,rolled-in_scale_144.xml,200,200,rolled-in_scale,49,105,94,186,71.5,145.5,45,81,0.5555555555555556
train,rolled-in_scale_144.xml,200,200,rolled-in_scale,67,18,111,78,89.0,48.0,44,60,0.7333333333333333
train,rolled-in_scale_145.xml,200,200,rolled-in_scale,33,144,101,200,67.0,172.0,68,56,1.2142857142857142
train,rolled-in_scale_145.xml,200,200,rolled-in_scale,37,13,81,80,59.0,46.5,44,67,0.6567164179104478
train,rolled-in_scale_146.xml,200,200,rolled-in_scale,92,13,130,76,111.0,44.5,38,63,0.6031746031746031
train,rolled-in_scale_146.xml,200,200,rolled-in_scale,112,128,179,185,145.5,156.5,67,57,1.1754385964912282
train,rolled-in_scale_147.xml,200,200,rolled-in_scale,84,10,144,68,114.0,39.0,60,58,1.0344827586206897
train,rolled-in_scale_147.xml,200,200,rolled-in_scale,79,86,142,155,110.5,120.5,63,69,0.9130434782608695
train,rolled-in_scale_148.xml,200,200,rolled-in_scale,122,63,178,131,150.0,97.0,56,68,0.8235294117647058
